Region	 Date	 Frequency	 Estimated Unemployment Rate (%)	 Estimated Employed	 Estimated Labour Participation Rate (%)	Area
Andhra Pradesh	 31-12-2038	Monthly	166.9039216	-55811373.8	136.9620588	Urban
Andhra Pradesh	 31-01-2039	Monthly	167.3943137	-55997133.12	137.2713235	Urban
Andhra Pradesh	 29-02-2039	Monthly	167.8847059	-56182892.44	137.5805882	Urban
Andhra Pradesh	 31-03-2039	Monthly	168.375098	-56368651.76	137.8898529	Urban
Andhra Pradesh	 30-04-2039	Monthly	168.8654902	-56554411.08	138.1991176	Urban
Andhra Pradesh	 31-05-2039	Monthly	169.3558824	-56740170.4	138.5083824	Urban
Andhra Pradesh	 30-06-2039	Monthly	169.8462745	-56925929.73	138.8176471	Urban
Assam	 31-05-2038	Monthly	170.3366667	-57111689.05	139.1269118	Urban
Assam	 30-06-2038	Monthly	170.8270588	-57297448.37	139.4361765	Urban
Assam	 31-07-2038	Monthly	171.317451	-57483207.69	139.7454412	Urban
Andhra Pradesh	 31-05-2039	Monthly	171.8078431	-57668967.01	140.0547059	Urban
Andhra Pradesh	 30-06-2039	Monthly	172.2982353	-57854726.33	140.3639706	Urban
Andhra Pradesh	 31-07-2039	Monthly	172.7886275	-58040485.65	140.6732353	Urban
Andhra Pradesh	 31-08-2039	Monthly	173.2790196	-58226244.97	140.9825	Urban
Andhra Pradesh	 30-09-2039	Monthly	173.7694118	-58412004.29	141.2917647	Urban
Andhra Pradesh	 31-10-2039	Monthly	174.2598039	-58597763.62	141.6010294	Urban
Andhra Pradesh	 30-11-2039	Monthly	174.7501961	-58783522.94	141.9102941	Urban
Andhra Pradesh	 31-12-2039	Monthly	175.2405882	-58969282.26	142.2195588	Urban
Andhra Pradesh	 31-01-2040	Monthly	175.7309804	-59155041.58	142.5288235	Urban
Andhra Pradesh	 29-02-2040	Monthly	176.2213725	-59340800.9	142.8380882	Urban
Andhra Pradesh	 31-03-2040	Monthly	176.7117647	-59526560.22	143.1473529	Urban
Andhra Pradesh	 30-04-2040	Monthly	177.2021569	-59712319.54	143.4566176	Urban
Andhra Pradesh	 31-05-2040	Monthly	177.692549	-59898078.86	143.7658824	Urban
Andhra Pradesh	 30-06-2040	Monthly	178.1829412	-60083838.18	144.0751471	Urban
Assam	 31-05-2039	Monthly	178.6733333	-60269597.5	144.3844118	Urban
Assam	 30-06-2039	Monthly	179.1637255	-60455356.83	144.6936765	Urban
Assam	 31-07-2039	Monthly	179.6541176	-60641116.15	145.0029412	Urban
Andhra Pradesh	 31-05-2040	Monthly	180.1445098	-60826875.47	145.3122059	Urban
Andhra Pradesh	 30-06-2040	Monthly	180.634902	-61012634.79	145.6214706	Urban
Andhra Pradesh	 31-07-2040	Monthly	181.1252941	-61198394.11	145.9307353	Urban
Andhra Pradesh	 31-08-2040	Monthly	181.6156863	-61384153.43	146.24	Urban
Andhra Pradesh	 30-09-2040	Monthly	182.1060784	-61569912.75	146.5492647	Urban
Andhra Pradesh	 31-10-2040	Monthly	182.5964706	-61755672.07	146.8585294	Urban
Andhra Pradesh	 30-11-2040	Monthly	183.0868627	-61941431.39	147.1677941	Urban
Andhra Pradesh	 31-12-2040	Monthly	183.5772549	-62127190.72	147.4770588	Urban
Andhra Pradesh	 31-01-2041	Monthly	184.0676471	-62312950.04	147.7863235	Urban
Andhra Pradesh	 29-02-2041	Monthly	184.5580392	-62498709.36	148.0955882	Urban
Andhra Pradesh	 31-03-2041	Monthly	185.0484314	-62684468.68	148.4048529	Urban
Andhra Pradesh	 30-04-2041	Monthly	185.5388235	-62870228	148.7141176	Urban
Andhra Pradesh	 31-05-2041	Monthly	186.0292157	-63055987.32	149.0233824	Urban
Andhra Pradesh	 30-06-2041	Monthly	186.5196078	-63241746.64	149.3326471	Urban
Assam	 31-05-2040	Monthly	187.01	-63427505.96	149.6419118	Urban
Assam	 30-06-2040	Monthly	187.5003922	-63613265.28	149.9511765	Urban
Assam	 31-07-2040	Monthly	187.9907843	-63799024.61	150.2604412	Urban
Andhra Pradesh	 31-05-2041	Monthly	188.4811765	-63984783.93	150.5697059	Urban
Andhra Pradesh	 30-06-2041	Monthly	188.9715686	-64170543.25	150.8789706	Urban
Andhra Pradesh	 31-07-2041	Monthly	189.4619608	-64356302.57	151.1882353	Urban
Andhra Pradesh	 31-08-2041	Monthly	189.9523529	-64542061.89	151.4975	Urban
Andhra Pradesh	 30-09-2041	Monthly	190.4427451	-64727821.21	151.8067647	Urban
Andhra Pradesh	 31-10-2041	Monthly	190.9331373	-64913580.53	152.1160294	Urban
Andhra Pradesh	 30-11-2041	Monthly	191.4235294	-65099339.85	152.4252941	Urban
Andhra Pradesh	 31-12-2041	Monthly	191.9139216	-65285099.17	152.7345588	Urban
Andhra Pradesh	 31-01-2042	Monthly	192.4043137	-65470858.5	153.0438235	Urban
Andhra Pradesh	 29-02-2042	Monthly	192.8947059	-65656617.82	153.3530882	Urban
Andhra Pradesh	 31-03-2042	Monthly	193.385098	-65842377.14	153.6623529	Urban
Andhra Pradesh	 30-04-2042	Monthly	193.8754902	-66028136.46	153.9716176	Urban
Andhra Pradesh	 31-05-2042	Monthly	194.3658824	-66213895.78	154.2808824	Urban
Andhra Pradesh	 30-06-2042	Monthly	194.8562745	-66399655.1	154.5901471	Urban
Assam	 31-05-2041	Monthly	195.3466667	-66585414.42	154.8994118	Urban
Assam	 30-06-2041	Monthly	195.8370588	-66771173.74	155.2086765	Urban
Assam	 31-07-2041	Monthly	196.327451	-66956933.06	155.5179412	Urban
Andhra Pradesh	 31-05-2042	Monthly	196.8178431	-67142692.38	155.8272059	Urban
Andhra Pradesh	 30-06-2042	Monthly	197.3082353	-67328451.71	156.1364706	Urban
Andhra Pradesh	 31-07-2042	Monthly	197.7986275	-67514211.03	156.4457353	Urban
Andhra Pradesh	 31-08-2042	Monthly	198.2890196	-67699970.35	156.755	Urban
Andhra Pradesh	 30-09-2042	Monthly	198.7794118	-67885729.67	157.0642647	Urban
Andhra Pradesh	 31-10-2042	Monthly	199.2698039	-68071488.99	157.3735294	Urban
Andhra Pradesh	 30-11-2042	Monthly	199.7601961	-68257248.31	157.6827941	Urban
Andhra Pradesh	 31-12-2042	Monthly	200.2505882	-68443007.63	157.9920588	Urban
Andhra Pradesh	 31-01-2043	Monthly	200.7409804	-68628766.95	158.3013235	Urban
Andhra Pradesh	 29-02-2043	Monthly	201.2313725	-68814526.27	158.6105882	Urban
